project_name,project_url,spec,path,line,violation_count,inspect_result,inspect_priority,inspect_reason
luisrc722-motor_examen,https://github.com/luisrc722/motor_examen,RandomMustUseSeed,/src/utils/sampler.py,87,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
luisrc722-motor_examen,https://github.com/luisrc722/motor_examen,RandomMustUseSeed,/src/utils/sampler.py,92,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
luisrc722-motor_examen,https://github.com/luisrc722/motor_examen,RandomMustUseSeed,/src/models/test.py,19,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/agents/flood_agent.py,50,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/agents/flood_agent.py,51,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/agents/scout_agent.py,48,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/agents/scout_agent.py,51,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/agents/scout_agent.py,60,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/agents/scout_agent.py,61,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/simulation/scenarios.py,38,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/simulation/scenarios.py,39,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/simulation/scenarios.py,65,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,InvalidComparisonAnalysis,/src/environment/dynamic_graph.py,46,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
PolySpade-Multi-Agent-Routing,https://github.com/PolySpade/Multi-Agent-Routing,RandomMustUseSeed,/src/agents/hazard_agent.py,96,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
ecmwf-multiurl,https://github.com/ecmwf/multiurl,RandomMustUseSeed,/tests/test_robust.py,43,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
tajas20006-neko2020,https://github.com/tajas20006/neko2020,RandomMustUseSeed,/neko2020/infrastructure/files.py,22,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
tajas20006-neko2020,https://github.com/tajas20006/neko2020,RandomMustUseSeed,/neko2020/infrastructure/files.py,39,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
tajas20006-neko2020,https://github.com/tajas20006/neko2020,RandomMustUseSeed,/neko2020/domain/state_machine.py,243,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
RajpurohitHitesh-neovortex,https://github.com/RajpurohitHitesh/neovortex,RandomMustUseSeed,/neovortex/client.py,263,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
KeshavVarad-NextMCP,https://github.com/KeshavVarad/NextMCP,InvalidComparisonAnalysis,/nextmcp/metrics/exporters/prometheus.py,108,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
KeshavVarad-NextMCP,https://github.com/KeshavVarad/NextMCP,InvalidComparisonAnalysis,/nextmcp/metrics/exporters/json_exporter.py,110,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
pfebrer-nodify,https://github.com/pfebrer/nodify,PyDocs_MustSortBeforeGroupBy,/src/nodify/conversions.py,308,1,False Alarm,Not Started,No groupby() used in the violating code location
meron14725-note-columns-post-bot,https://github.com/meron14725/note-columns-post-bot,RandomMustUseSeed,/backend/app/services/evaluator.py,253,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,288,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,289,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,130,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,134,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,141,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,142,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,145,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,146,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,147,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,173,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,99,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,119,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,261,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,262,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,163,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,165,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,176,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,177,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,107,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,242,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,244,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,245,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,113,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,254,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,256,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,167,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,110,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,249,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,116,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_aws_cur_data.py,327,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,113,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,114,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,117,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,118,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,31,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,32,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,34,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,37,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,39,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,43,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,44,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,45,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,46,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,47,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,48,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,59,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,60,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,61,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,65,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,66,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,72,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,74,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,75,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
JGrubb-open-finops-stack,https://github.com/JGrubb/open-finops-stack,RandomMustUseSeed,/tests/data/generate_sample_data.py,137,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
als141-openai-multiagent,https://github.com/als141/openai-multiagent,RandomMustUseSeed,/src/agents/game_agents.py,191,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
als141-openai-multiagent,https://github.com/als141/openai-multiagent,RandomMustUseSeed,/src/agents/game_agents.py,235,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
als141-openai-multiagent,https://github.com/als141/openai-multiagent,RandomMustUseSeed,/src/game_theory/strategies.py,171,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
als141-openai-multiagent,https://github.com/als141/openai-multiagent,RandomMustUseSeed,/src/game_theory/strategies.py,119,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
als141-openai-multiagent,https://github.com/als141/openai-multiagent,RandomMustUseSeed,/src/game_theory/strategies.py,294,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
als141-openai-multiagent,https://github.com/als141/openai-multiagent,RandomMustUseSeed,/src/game_theory/strategies.py,298,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
als141-openai-multiagent,https://github.com/als141/openai-multiagent,RandomMustUseSeed,/src/game_theory/games.py,448,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,InvalidComparisonAnalysis,/src/core/options/options.py,777,1,True Positive,Low,Use is rather than == or =! to compare two types
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/src/core/filesystem/filesystem.py,395,1,True Positive,Middle,access is used in _resolve_readable_file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/src/core/filesystem/filesystem.py,379,1,True Positive,Middle,access is used in _resolve_readable_file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/src/core/filesystem/filesystem.py,355,1,True Positive,Middle,access is used in _resolve_readable_file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/src/core/filesystem/filesystem.py,432,1,True Positive,Middle,access is used in _resolve_readable_file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_core_filesystem.py,267,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reader.py,448,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reader.py,472,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reader.py,423,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reader.py,523,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reader.py,547,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reader.py,497,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reporter.py,269,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reporter.py,241,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reporter.py,137,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reporter_malware_sniffer.py,119,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reporter_malware_sniffer.py,150,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reporter_open_redirect.py,115,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reporter_open_redirect.py,138,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_lib_reporter_privacy_risks.py,126,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/src/core/filesystem/filesystem.py,267,1,True Positive,Middle,access is used in the method
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_report_sizes.py,158,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_report_sizes.py,148,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_report_sizes.py,135,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_report_sizes.py,138,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_response_codes.py,169,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_response_codes.py,156,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,Pydocs_NoReadAfterAccess,/tests/test_response_codes.py,159,1,False Alarm,Not Started,No access() used on the file
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,ChangeListWhileIterating,/tests/test_lib_browser_filter.py,39,1,True Positive,Low,The developer is cleaned up the handlers here. The list is modified while iterating
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,ChangeListWhileIterating,/tests/test_lib_reader.py,53,1,True Positive,Low,The developer is cleaned up the handlers here. The list is modified while iterating
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,ChangeListWhileIterating,/tests/test_lib_browser_threadpool.py,55,1,True Positive,Low,The developer is cleaned up the handlers here. The list is modified while iterating
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,RandomMustUseSeed,/src/core/filesystem/filesystem.py,302,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,RandomMustUseSeed,/src/core/http/providers/accept.py,67,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
stanislav-web-OpenDoor,https://github.com/stanislav-web/OpenDoor,RandomMustUseSeed,/src/core/http/proxy.py,476,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
jansel-opentuner,https://github.com/jansel/opentuner,InvalidComparisonAnalysis,/opentuner/search/composableevolutionarytechniques.py,238,1,True Positive,Low,Use isinstance() rather than type() for a typecheck
pexip-os-python-marshmallow,https://github.com/pexip/os-python-marshmallow,InvalidComparisonAnalysis,/tests/test_deserialization.py,299,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
hotosm-osm-rawdata,https://github.com/hotosm/osm-rawdata,FileClosedAnalysis,/tests/test_output.py,37,1,True Positive,Middle,File is not closed in the test
hotosm-osm-rawdata,https://github.com/hotosm/osm-rawdata,FileClosedAnalysis,/tests/test_output.py,52,1,True Positive,Middle,File is not closed in the test
hotosm-osm-rawdata,https://github.com/hotosm/osm-rawdata,FileClosedAnalysis,/tests/test_postgres.py,44,1,True Positive,Middle,File is not closed in the test
hotosm-osm-rawdata,https://github.com/hotosm/osm-rawdata,FileClosedAnalysis,/tests/test_postgres.py,57,1,True Positive,Middle,File is not closed in the test
jenisys-parse_type,https://github.com/jenisys/parse_type,InvalidComparisonAnalysis,/tests/parse_tests/test_parse.py,243,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
jenisys-parse_type,https://github.com/jenisys/parse_type,InvalidComparisonAnalysis,/tests/parse_tests_with_parse_type/test_parse.py,248,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
jlopez1137-PersonalDockerizedSite,https://github.com/jlopez1137/PersonalDockerizedSite,Flask_NoModifyAfterServe,/test_app.py,18,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jlopez1137-PersonalDockerizedSite,https://github.com/jlopez1137/PersonalDockerizedSite,Flask_NoModifyAfterServe,/test_app.py,19,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
jlopez1137-PersonalDockerizedSite,https://github.com/jlopez1137/PersonalDockerizedSite,Flask_NoModifyAfterServe,/test_app.py,20,1,False Alarm,Not Started,"Spec problem. The two parameters are not combined correctly, should not track all possible combinations"
rheinwerk-verlag-pganonymize,https://github.com/rheinwerk-verlag/pganonymize,RandomMustUseSeed,/pganonymize/providers.py,148,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
rheinwerk-verlag-pganonymize,https://github.com/rheinwerk-verlag/pganonymize,FileClosedAnalysis,/pganonymize/config.py,55,1,True Positive,Middle,File is not closed in the test
kirkpatrickprice-PIIDigger,https://github.com/kirkpatrickprice/PIIDigger,InvalidComparisonAnalysis,/src/piidigger/filehandlers/xls.py,69,1,True Positive,Low,Use isinstance() rather than type() for a typecheck
opsview-plugnpy,https://github.com/opsview/plugnpy,InvalidComparisonAnalysis,/test/test_base.py,18,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
shiwaforce-poco,https://github.com/shiwaforce/poco,InvalidComparisonAnalysis,/poco/poco.py,286,1,True Positive,Low,Use is rather than == or =! to compare two types
shiwaforce-poco,https://github.com/shiwaforce/poco,StringConcatAnalysis,/poco/poco.py,214,1,True Positive,Low,Use .join() would be more efficient according to the DyLin Checker
shiwaforce-poco,https://github.com/shiwaforce/poco,StringConcatAnalysis,/poco/poco.py,213,1,True Positive,Low,Use .join() would be more efficient according to the DyLin Checker
shiwaforce-poco,https://github.com/shiwaforce/poco,StringConcatAnalysis,/poco/poco.py,208,1,True Positive,Low,Use .join() would be more efficient according to the DyLin Checker
shiwaforce-poco,https://github.com/shiwaforce/poco,StringConcatAnalysis,/poco/poco.py,286,1,True Positive,Low,Use .join() would be more efficient according to the DyLin Checker
apmnt-poke-pocket-sim,https://github.com/apmnt/poke-pocket-sim,RandomMustUseSeed,/pokepocketsim/core/deck.py,58,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
apmnt-poke-pocket-sim,https://github.com/apmnt/poke-pocket-sim,RandomMustUseSeed,/pokepocketsim/core/player.py,178,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
apmnt-poke-pocket-sim,https://github.com/apmnt/poke-pocket-sim,RandomMustUseSeed,/pokepocketsim/core/card.py,164,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
apmnt-poke-pocket-sim,https://github.com/apmnt/poke-pocket-sim,RandomMustUseSeed,/pokepocketsim/core/player.py,315,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
apmnt-poke-pocket-sim,https://github.com/apmnt/poke-pocket-sim,RandomMustUseSeed,/pokepocketsim/core/player.py,375,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
hmrc-policyexplorer,https://github.com/hmrc/policyexplorer,BuiltinAllAnalysis,/policyexplorer/condition.py,69,1,Not Useful,Not Started,all([]) would not create an incorrect behavior in practice
MS-32154-py-json-analyzer,https://github.com/MS-32154/py-json-analyzer,InvalidComparisonAnalysis,/json_explorer/stats.py,231,1,False Alarm,Not Started,The violation is intentional by the developer as inf is expected in the code for comparison
matheuscas-pycpfcnpj,https://github.com/matheuscas/pycpfcnpj,RandomMustUseSeed,/pycpfcnpj/gen.py,10,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
matheuscas-pycpfcnpj,https://github.com/matheuscas/pycpfcnpj,RandomMustUseSeed,/pycpfcnpj/gen.py,17,1,True Positive,Low,A fixed seed should be used during unit testing for reproducibility
theandrelima-pydantic-serdes,https://github.com/theandrelima/pydantic-serdes,InvalidComparisonAnalysis,/pydantic_serdes/models.py,68,1,True Positive,Low,Use is rather than == or =! to compare two types
theandrelima-pydantic-serdes,https://github.com/theandrelima/pydantic-serdes,InvalidComparisonAnalysis,/pydantic_serdes/models.py,268,1,True Positive,Low,Use is rather than == or =! to compare two types
