project,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url_old,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,new_violations_happening_place,new_violations_triggering_place,new_violations_reasons,new_violations_comment,num_old_violations,old_violations,old_violations_happening_place,old_violations_triggering_place,old_violations_reasons,old_violations_comment,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,same_old_new_test_results,new_original,new_pymop,new_pymop_libs,new_dylin,old_original,old_pymop,old_pymop_libs,old_dylin
guarddog,388bbaa5599a0d73831317c40d9af27ad94f9329,294b51d3da1d4f83babbe483cfb0d402033f29d0,1721228964,Fix generate rules script,https://github.com/DataDog/guarddog.git/compare/294b51d3da1d4f83babbe483cfb0d402033f29d0...388bbaa5599a0d73831317c40d9af27ad94f9329,https://github.com/DataDog/guarddog/compare/294b51d3da1d4f83babbe483cfb0d402033f29d0...388bbaa5599a0d73831317c40d9af27ad94f9329,1,9.159,1,FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,0,,,,,,4,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:464=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/yaml/scanner.py:679=1,3,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:464=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/yaml/scanner.py:679=1,,True,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0
akshare,94f324883daadad6f516b6dd93482411e554dce1,964091a1195e40cdc8eb6c7c3a0b7c309804bd0a,1751884926,feat: add version 1.17.17,https://github.com/akfamily/akshare/compare/964091a1195e40cdc8eb6c7c3a0b7c309804bd0a...94f324883daadad6f516b6dd93482411e554dce1,https://github.com/akfamily/akshare/compare/964091a1195e40cdc8eb6c7c3a0b7c309804bd0a...94f324883daadad6f516b6dd93482411e554dce1,1,13.239999999999998,1,InPlaceSortAnalysis:/lib/python3.12/site-packages/html5lib/_trie/py.py:15,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,0,,,,,,4,InvalidComparisonAnalysis:/akshare/utils/demjson.py:214=1;InvalidComparisonAnalysis:/akshare/utils/demjson.py:154=1;InvalidComparisonAnalysis:/akshare/utils/demjson.py:182=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/html5lib/_trie/py.py:15=1,3,InvalidComparisonAnalysis:/akshare/utils/demjson.py:214=1;InvalidComparisonAnalysis:/akshare/utils/demjson.py:154=1;InvalidComparisonAnalysis:/akshare/utils/demjson.py:182=1,,True,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0
akshare,964091a1195e40cdc8eb6c7c3a0b7c309804bd0a,e0f709fcc22ac197587d204bcc845a6dc1893fef,1751884884,fix: fix stock_hk_spot,https://github.com/akfamily/akshare/compare/e0f709fcc22ac197587d204bcc845a6dc1893fef...964091a1195e40cdc8eb6c7c3a0b7c309804bd0a,https://github.com/akfamily/akshare/compare/e0f709fcc22ac197587d204bcc845a6dc1893fef...964091a1195e40cdc8eb6c7c3a0b7c309804bd0a,1,13.239999999999998,0,,,,,,1,InPlaceSortAnalysis:/lib/python3.12/site-packages/html5lib/_trie/py.py:15,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,3,InvalidComparisonAnalysis:/akshare/utils/demjson.py:214=1;InvalidComparisonAnalysis:/akshare/utils/demjson.py:154=1;InvalidComparisonAnalysis:/akshare/utils/demjson.py:182=1,4,InvalidComparisonAnalysis:/akshare/utils/demjson.py:214=1;InvalidComparisonAnalysis:/akshare/utils/demjson.py:154=1;InvalidComparisonAnalysis:/akshare/utils/demjson.py:182=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/html5lib/_trie/py.py:15=1,,True,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0
guarddog,edc111366d33c4589a9bfa9a9819d95bc42aa57a,233bc2dd4093fab707baacba7c2b8b212cbde250,1721211004,Delete unused import,https://github.com/DataDog/guarddog.git/compare/233bc2dd4093fab707baacba7c2b8b212cbde250...edc111366d33c4589a9bfa9a9819d95bc42aa57a,https://github.com/DataDog/guarddog/compare/233bc2dd4093fab707baacba7c2b8b212cbde250...edc111366d33c4589a9bfa9a9819d95bc42aa57a,1,12.13,1,FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,0,,,,,,4,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:464=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/yaml/scanner.py:679=1,3,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:464=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/yaml/scanner.py:679=1,,True,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0,21-0-2-0-0
marko,dfbdd8fe1b46edb4ee83660219d37c1f8f7d5738,c655a506d6a630fa359da5eb3af43f7db8349dd7,1640728102,remove unneeded code,https://github.com/frostming/marko/compare/c655a506d6a630fa359da5eb3af43f7db8349dd7...dfbdd8fe1b46edb4ee83660219d37c1f8f7d5738,https://github.com/frostming/marko/compare/c655a506d6a630fa359da5eb3af43f7db8349dd7...dfbdd8fe1b46edb4ee83660219d37c1f8f7d5738,1,91.07,1,WrongTypeAddedAnalysis:/marko/parser.py:75,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,0,,,,,,6,ItemInList:/lib/python3.12/site-packages/pygments/lexers/sql.py:1040=1;StringConcatAnalysis:/tests/normalize.py:50=1;StringConcatAnalysis:/tests/normalize.py:42=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;WrongTypeAddedAnalysis:/marko/parser.py:75=1;StringConcatAnalysis:/tests/normalize.py:59=1,5,ItemInList:/lib/python3.12/site-packages/pygments/lexers/sql.py:1040=1;StringConcatAnalysis:/tests/normalize.py:50=1;StringConcatAnalysis:/tests/normalize.py:42=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;StringConcatAnalysis:/tests/normalize.py:59=1,,True,1342-1-0-0-0,1342-1-0-0-0,1342-1-0-0-0,1342-1-0-0-0,1342-1-0-0-0,1342-1-0-0-0,1342-1-0-0-0,1342-1-0-0-0
guarddog,8545867a71df48ce818039e9c8e8a48318db340b,854d8f5df764b6deeb62869adb1a2bd6b59b2b34,1721384030,Add detection for Python sqlite3 data exfiltration (#420),https://github.com/DataDog/guarddog.git/compare/854d8f5df764b6deeb62869adb1a2bd6b59b2b34...8545867a71df48ce818039e9c8e8a48318db340b,https://github.com/DataDog/guarddog/compare/854d8f5df764b6deeb62869adb1a2bd6b59b2b34...8545867a71df48ce818039e9c8e8a48318db340b,1,10.82,0,,,,,,1,FileClosedAnalysis:/specs-new/FileClosedAnalysis.py:59,Others,Others,Tool issue,Wrong code location is reported,5,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:464=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/yaml/scanner.py:679=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1,6,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:464=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/yaml/scanner.py:679=1;FileClosedAnalysis:/specs-new/FileClosedAnalysis.py:59=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1,,True,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0
flask-resty,c95e30cbf5a157f119d58e9e1933e421af8dbd4b,968b4729ef5c2d212abdf8abd7b6c3074b38393d,1745606781,also update USE_LOAD_DEFAULT test attribute,https://github.com/4Catalyzer/flask-resty/compare/968b4729ef5c2d212abdf8abd7b6c3074b38393d...c95e30cbf5a157f119d58e9e1933e421af8dbd4b,https://github.com/4Catalyzer/flask-resty/compare/968b4729ef5c2d212abdf8abd7b6c3074b38393d...c95e30cbf5a157f119d58e9e1933e421af8dbd4b,1,52.52,1,StringConcatAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:2468,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,0,,,,,,17,ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/persistence.py:755=1;ComparisonBehaviorAnalysis:/tests/test_auth.py:63=2;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/config.py:47=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask_resty/shell.py:142=1;Flask_NoModifyAfterServe:/tests/test_view_errors.py:240=1;StringConcatAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:2468=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:874=1;Flask_NoModifyAfterServe:/tests/conftest.py:27=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/sansio/app.py:564=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/_pytest/monkeypatch.py:292=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/persistence.py:1427=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;Flask_NoModifyAfterServe:/tests/test_view_errors.py:241=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/clsregistry.py:209=1;ComparisonBehaviorAnalysis:/tests/test_auth.py:63=1;Flask_NoModifyAfterServe:/tests/conftest.py:22=1,15,ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/persistence.py:755=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/config.py:47=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask_resty/shell.py:142=1;Flask_NoModifyAfterServe:/tests/test_view_errors.py:240=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:874=1;Flask_NoModifyAfterServe:/tests/conftest.py:27=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/sansio/app.py:564=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/_pytest/monkeypatch.py:292=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/persistence.py:1427=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;Flask_NoModifyAfterServe:/tests/test_view_errors.py:241=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/clsregistry.py:209=1;ComparisonBehaviorAnalysis:/tests/test_auth.py:63=1;Flask_NoModifyAfterServe:/tests/conftest.py:22=1,,True,207-0-32-0-0,207-0-32-0-0,207-0-32-0-0,206-1-32-0-0,207-0-32-0-0,207-0-32-0-0,207-0-32-0-0,206-1-32-0-0
guarddog,2888c3a74481268d662e9b6f894c00cbea4efb18,e02e76345efd8fa3ed3349f809d8966af0a6762a,1722433999,adding domains and fixing patterns,https://github.com/DataDog/guarddog.git/compare/e02e76345efd8fa3ed3349f809d8966af0a6762a...2888c3a74481268d662e9b6f894c00cbea4efb18,https://github.com/DataDog/guarddog/compare/e02e76345efd8fa3ed3349f809d8966af0a6762a...2888c3a74481268d662e9b6f894c00cbea4efb18,1,11.06,2,FileClosedAnalysis:/specs-new/FileClosedAnalysis.py:59;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201,Others,Others,Filter limitation,The code line changed happened in library which cannot handle by the filter,0,,,,,,6,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:464=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/yaml/scanner.py:679=1;FileClosedAnalysis:/specs-new/FileClosedAnalysis.py:59=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1,4,Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:242=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:464=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/yaml/scanner.py:679=1,,True,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0,22-0-2-0-0
carbon-black-cloud-sdk-python,9a93f3e561d85e2261d5450f8e14deeed84e2c66,1359cc21e1854a6b30b87346de1d7e9618d0c920,1712615305,minor correction to OS parameter handling,https://github.com/carbonblack/carbon-black-cloud-sdk-python/compare/1359cc21e1854a6b30b87346de1d7e9618d0c920...9a93f3e561d85e2261d5450f8e14deeed84e2c66,https://github.com/carbonblack/carbon-black-cloud-sdk-python/compare/1359cc21e1854a6b30b87346de1d7e9618d0c920...9a93f3e561d85e2261d5450f8e14deeed84e2c66,1,96.6,0,,,,,,1,HostnamesTerminatesWithSlash:/src/tests/unit/fixtures/CBCSDKMock.py:121,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,11,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:503=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:433=1;HostnamesTerminatesWithSlash:/src/cbc_sdk/connection.py:233=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:534=1;FileClosedAnalysis:/src/cbc_sdk/base.py:90=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;RandomMustUseSeed:/src/tests/unit/platform/test_policies.py:329=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/mox/mox.py:364=1;RandomMustUseSeed:/src/cbc_sdk/live_response_api.py:846=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:394=1,12,Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:503=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:433=1;HostnamesTerminatesWithSlash:/src/cbc_sdk/connection.py:233=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:534=1;FileClosedAnalysis:/src/cbc_sdk/base.py:90=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;HostnamesTerminatesWithSlash:/src/tests/unit/fixtures/CBCSDKMock.py:121=1;RandomMustUseSeed:/src/tests/unit/platform/test_policies.py:329=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/mox/mox.py:364=1;RandomMustUseSeed:/src/cbc_sdk/live_response_api.py:846=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:394=1,,True,1460-0-6-0-0,1435-25-6-0-0,1460-0-6-0-0,1402-58-6-0-0,1460-0-6-0-0,1435-25-6-0-0,1460-0-6-0-0,1402-58-6-0-0
flask-reuploaded,a985a2246df7d54bd3be0a4cde1247f1d3202df3,4033a037f13de4b3c7da885c514c2dd5105e9951,1610975128,Add test for autoserve function,https://github.com/jugmac00/flask-reuploaded/compare/4033a037f13de4b3c7da885c514c2dd5105e9951...a985a2246df7d54bd3be0a4cde1247f1d3202df3,https://github.com/jugmac00/flask-reuploaded/compare/4033a037f13de4b3c7da885c514c2dd5105e9951...a985a2246df7d54bd3be0a4cde1247f1d3202df3,1,81.82000000000001,12,Flask_NoModifyAfterServe:/tests/test_autoserve.py:107;Flask_NoModifyAfterServe:/tests/test_autoserve.py:59;FileClosedAnalysis:/lib/python3.12/site-packages/werkzeug/utils.py:473;Flask_NoModifyAfterServe:/tests/test_autoserve.py:128;Flask_NoModifyAfterServe:/tests/test_autoserve.py:104;Flask_NoModifyAfterServe:/tests/test_autoserve.py:83;Flask_NoModifyAfterServe:/tests/test_autoserve.py:58;Flask_NoModifyAfterServe:/tests/test_autoserve.py:103;Flask_NoModifyAfterServe:/tests/test_autoserve.py:80;Flask_NoModifyAfterServe:/tests/test_autoserve.py:131;Flask_NoModifyAfterServe:/tests/test_autoserve.py:127;Flask_NoModifyAfterServe:/tests/test_autoserve.py:79,Test code,Test code,New tests added,The developer added new tests in this commit which triggers the new violations,0,,,,,,12,Flask_NoModifyAfterServe:/tests/test_autoserve.py:107=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:59=1;FileClosedAnalysis:/lib/python3.12/site-packages/werkzeug/utils.py:473=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:128=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:104=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:83=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:58=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:103=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:80=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:131=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:127=1;Flask_NoModifyAfterServe:/tests/test_autoserve.py:79=1,0,,,False,17-17-0-0-0,17-17-0-0-0,17-17-0-0-0,17-17-0-0-0,12-17-0-0-0,12-17-0-0-0,12-17-0-0-0,12-17-0-0-0
marko,b4836f412c34fcbd39dd5a615928bfa0fd69663e,2a6472d752974a28c426020bfe93f7f8747f09a7,1646883100,Add spaces between latin letters and CJK characters for markdown renderer,https://github.com/frostming/marko/compare/2a6472d752974a28c426020bfe93f7f8747f09a7...b4836f412c34fcbd39dd5a615928bfa0fd69663e,https://github.com/frostming/marko/compare/2a6472d752974a28c426020bfe93f7f8747f09a7...b4836f412c34fcbd39dd5a615928bfa0fd69663e,1,91.19,1,WrongTypeAddedAnalysis:/marko/parser.py:75,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,0,,,,,,6,ItemInList:/lib/python3.12/site-packages/pygments/lexers/sql.py:1040=1;StringConcatAnalysis:/tests/normalize.py:50=1;StringConcatAnalysis:/tests/normalize.py:42=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;WrongTypeAddedAnalysis:/marko/parser.py:75=1;StringConcatAnalysis:/tests/normalize.py:59=1,5,ItemInList:/lib/python3.12/site-packages/pygments/lexers/sql.py:1040=1;StringConcatAnalysis:/tests/normalize.py:50=1;StringConcatAnalysis:/tests/normalize.py:42=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;StringConcatAnalysis:/tests/normalize.py:59=1,,True,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0
marko,70ce3b98fdf11a279bcc055e665b5f8450f1d74a,b4836f412c34fcbd39dd5a615928bfa0fd69663e,1652240790,Fix the parsing of list items Close #110,https://github.com/frostming/marko/compare/b4836f412c34fcbd39dd5a615928bfa0fd69663e...70ce3b98fdf11a279bcc055e665b5f8450f1d74a,https://github.com/frostming/marko/compare/b4836f412c34fcbd39dd5a615928bfa0fd69663e...70ce3b98fdf11a279bcc055e665b5f8450f1d74a,1,91.17,0,,,,,,1,WrongTypeAddedAnalysis:/marko/parser.py:75,Others,Others,Hard to Inspect,Cannot find changes which impact that code line,5,ItemInList:/lib/python3.12/site-packages/pygments/lexers/sql.py:1040=1;StringConcatAnalysis:/tests/normalize.py:50=1;StringConcatAnalysis:/tests/normalize.py:42=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;StringConcatAnalysis:/tests/normalize.py:59=1,6,ItemInList:/lib/python3.12/site-packages/pygments/lexers/sql.py:1040=1;StringConcatAnalysis:/tests/normalize.py:50=1;StringConcatAnalysis:/tests/normalize.py:42=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;WrongTypeAddedAnalysis:/marko/parser.py:75=1;StringConcatAnalysis:/tests/normalize.py:59=1,,True,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0,1343-1-0-0-0
guarddog,e0b652b680f6193127f0a6936dd346c5fcd99d3f,d206652f1f9e7098e6781209e9bb7cb619332aed,1677429533,Remove incorrect double quotes from semgrep rule for code-execution (closes #178),https://github.com/DataDog/guarddog.git/compare/d206652f1f9e7098e6781209e9bb7cb619332aed...e0b652b680f6193127f0a6936dd346c5fcd99d3f,https://github.com/DataDog/guarddog/compare/d206652f1f9e7098e6781209e9bb7cb619332aed...e0b652b680f6193127f0a6936dd346c5fcd99d3f,1,7.853000000000001,0,,,,,,1,FileClosedAnalysis:/specs-new/FileClosedAnalysis.py:59,Others,Others,Tool issue,Wrong code location is reported,3,InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1;FileClosedAnalysis:/lib/python3.12/site-packages/guarddog/analyzer/metadata/pypi/typosquatting.py:54=1,4,FileClosedAnalysis:/specs-new/FileClosedAnalysis.py:59=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1;FileClosedAnalysis:/lib/python3.12/site-packages/guarddog/analyzer/metadata/pypi/typosquatting.py:54=1,,True,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0
guarddog,43f1e7f4f5a04ff6c93ce955dadfc08ce074e2bd,df2cd66d6caeeb9f4cbc5cbbbc888441f83897e7,1680173358,Allow specifying a location where to cache top packages,https://github.com/DataDog/guarddog.git/compare/df2cd66d6caeeb9f4cbc5cbbbc888441f83897e7...43f1e7f4f5a04ff6c93ce955dadfc08ce074e2bd,https://github.com/DataDog/guarddog/compare/df2cd66d6caeeb9f4cbc5cbbbc888441f83897e7...43f1e7f4f5a04ff6c93ce955dadfc08ce074e2bd,1,7.811999999999999,1,FileClosedAnalysis:/lib/python3.12/site-packages/guarddog/analyzer/metadata/pypi/typosquatting.py:60,Others,Others,Filter limitation,The code line changed happened in library which cannot handle by the filter,1,FileClosedAnalysis:/lib/python3.12/site-packages/guarddog/analyzer/metadata/pypi/typosquatting.py:54,Others,Others,Filter limitation,The code line changed happened in library which cannot handle by the filter,3,FileClosedAnalysis:/lib/python3.12/site-packages/guarddog/analyzer/metadata/pypi/typosquatting.py:60=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1,3,InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1;FileClosedAnalysis:/usr/lib/python3.12/gzip.py:201=1;FileClosedAnalysis:/lib/python3.12/site-packages/guarddog/analyzer/metadata/pypi/typosquatting.py:54=1,,True,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0,12-0-2-0-0
motor_examen,9c6540f564f3f83554d79e1583249a26b7bcf993,68fc7d2fa3219fe16b4b6b55ddb46075e2a7adce,1760794828,Add Test class to manage and run quizzes with detailed scoring and feedback,https://github.com/luisrc722/motor_examen/compare/68fc7d2fa3219fe16b4b6b55ddb46075e2a7adce...9c6540f564f3f83554d79e1583249a26b7bcf993,https://github.com/luisrc722/motor_examen/compare/68fc7d2fa3219fe16b4b6b55ddb46075e2a7adce...9c6540f564f3f83554d79e1583249a26b7bcf993,1,46.5,4,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/rich/text.py:397;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/rich/rule.py:90;RandomMustUseSeed:/src/models/test.py:19;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/rich/markup.py:157,Test code,"Test code, Dependency code",New tests added,The developer added new tests in this commit which triggers the new violations,0,,,,,,9,RandomMustUseSeed:/tests/test_core.py:34=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/rich/text.py:397=1;RandomMustUseSeed:/src/utils/sampler.py:47=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/rich/rule.py:90=1;RandomMustUseSeed:/src/utils/sampler.py:87=1;RandomMustUseSeed:/src/utils/sampler.py:92=1;RandomMustUseSeed:/src/utils/sampler.py:63=1;RandomMustUseSeed:/src/models/test.py:19=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/rich/markup.py:157=1,5,RandomMustUseSeed:/tests/test_core.py:34=1;RandomMustUseSeed:/src/utils/sampler.py:47=1;RandomMustUseSeed:/src/utils/sampler.py:87=1;RandomMustUseSeed:/src/utils/sampler.py:92=1;RandomMustUseSeed:/src/utils/sampler.py:63=1,,False,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,3-0-0-0-0,1-2-0-0-0,1-2-0-0-0,1-2-0-0-0,1-2-0-0-0
